category,rank,percentile,gender,branch,college_name
13,111295,17.5093411,0,Electronics and Telecommunication Engg,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
2,116660,10.1982314,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
4,117711,8.5951196,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
6,119815,5.2699106,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
9,121829,1.6019716,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
2,116497,10.4564832,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
2,108675,20.8205322,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
2,98184,32.4992712,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
2,110487,18.375784,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
9,119464,5.5819534,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
10,110515,18.375784,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
13,115897,11.2993545,0,Mechanical Engineering,"Dr.Rajendra Gode Institute of Technology & Research, Amravati"
2,122551,0.1710701,0,Civil Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,115862,11.2993545,0,Civil Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,76665,52.4476185,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
3,77427,51.9313711,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
5,84717,45.9187639,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
6,84915,45.6704109,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
7,97333,33.5099087,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
9,77582,51.9313711,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,73824,54.912555,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
3,98691,32.2621925,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
9,81631,48.2601391,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,92855,38.6417086,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
3,103583,26.7890081,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
9,95688,35.6598862,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,80760,49.0525702,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
13,108118,21.5067519,0,Computer Science and Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,109125,20.232792,0,Electrical Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
9,117936,8.3849292,0,Electrical Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,82449,48.1419882,0,Electrical Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,104270,25.8381109,0,Electrical Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
13,94150,36.1623265,0,Electrical Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
2,114140,13.5440394,0,Mechanical Engineering,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana"
4,109468,19.8474395,0,Mechanical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,94399,36.1594098,0,Mechanical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,95923,35.3945703,1,Mechanical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
10,77946,51.6740911,0,Mechanical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
13,119872,5.2450064,0,Mechanical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,106746,23.121138,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,115746,11.3082039,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
4,109841,19.2567241,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,114848,12.6735864,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,110397,18.375784,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,109892,19.2567241,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,82672,47.8470482,1,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,83064,47.769552,1,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,106427,23.2238494,1,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,102262,28.4814025,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,102988,27.3337429,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,121858,1.5443831,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,115863,11.2993545,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,108195,21.5067519,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,105168,25.3179745,1,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,116011,-10.7718485,1,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,99804,31.5015186,1,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
13,117406,8.7877784,0,Civil Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,34669,81.3782643,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,47940,72.9031949,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
4,119472,5.5595051,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,39318,78.3504176,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,47519,73.4437245,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,45048,74.9700023,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
8,75364,53.926243,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,38524,79.0746326,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,33927,81.5143923,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,47932,72.9031949,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
4,116054,10.7718485,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,50570,71.4470469,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,36518,80.1068911,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,37523,79.5309168,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,53340,69.6045087,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
4,115714,11.3082039,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,81405,48.7700838,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,63629,62.3954246,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,58592,66.2395008,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,42270,76.6964455,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,35543,80.6275908,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,45261,74.745321,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,38150,79.2815054,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
8,94957,35.8351101,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
4,117817,8.3872203,1,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
11,93215,38.17388,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
10,19297,89.5427623,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
12,94502,36.1594098,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
13,57869,66.8137813,0,Computer Science and Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,46021,74.364085,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,56062,67.9791157,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,61455,64.0609282,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,51883,70.9263207,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,52739,70.2135829,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
8,79440,50.816249,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,48567,72.7702415,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,45841,74.5106403,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,52899,70.0988506,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,59138,66.0248119,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,57481,67.1125395,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,46501,74.2012741,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,49326,72.5765063,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,74613,54.1780657,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,87731,42.8034319,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,68491,59.4192464,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,68481,59.4192464,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
8,110113,19.1072714,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,53580,69.5290454,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,47997,72.9031949,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,64385,62.0823842,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,49368,72.5765063,1,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
10,29490,84.1495823,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
13,75356,53.926243,0,Information Technology,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,76904,52.4476185,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,82085,48.2193247,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,90425,39.8713522,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,96075,35.3945703,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,93771,37.5478565,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,80432,49.4442605,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,79179,50.9996691,1,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,80653,49.0525702,1,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,81534,48.7700838,1,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,97107,33.5099087,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,103206,26.9007793,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,100892,29.3528763,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,105421,25.0367211,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,88629,42.5186027,1,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,112477,15.6956852,1,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,106261,23.4829494,1,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,101076,29.3331437,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
10,63166,63.088298,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
13,109640,19.499854,0,Electrical Engineering,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,62596,63.7147595,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,79673,50.5614783,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,65714,61.4673542,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
6,75535,53.926243,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,82802,47.8470482,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,64401,62.0823842,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,61829,64.0075195,1,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,63073,63.088298,1,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,64317,62.0823842,1,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,79725,50.5614783,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,89572,41.9139826,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,82571,47.8470482,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,54250,69.3404295,1,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
3,118623,6.973842,1,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
9,72411,56.3628587,1,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
5,73955,54.912555,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
7,65666,61.4673542,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
10,47630,73.4437245,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
13,89979,41.1873138,0,Electronics and Telecommunication Engg,"Prof Ram Meghe College of Engineering and Management, Badnera"
2,60967,64.4979119,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
3,66730,60.6284658,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
5,66816,60.5043241,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
6,79959,50.5614783,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
7,76500,52.8246408,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
8,88638,42.5186027,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
9,68368,59.4192464,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
2,56910,67.447284,1,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
3,72689,55.8902921,1,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
9,61578,64.0172786,1,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
2,71134,57.0638559,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
3,82560,47.8470482,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
9,79257,50.9996691,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
2,68867,59.0639291,1,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
3,106130,23.9542468,1,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
9,78148,51.2600953,1,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
10,41549,77.0666918,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
13,78697,51.1072039,0,Computer Science and Engineering(Data Science),"Prof Ram Meghe College of Engineering and Management, Badnera"
2,109749,19.2567241,0,Civil Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,99755,31.5015186,1,Civil Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,116704,10.1982314,1,Civil Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
13,112867,15.1013848,0,Civil Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,84211,45.9884082,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
3,93444,38.17388,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
5,90837,39.6081812,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
6,87933,42.8034319,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
9,86857,43.3167495,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,49665,72.4718017,1,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
3,99675,31.5015186,1,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
9,56909,67.447284,1,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,83805,46.4456321,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
3,103479,26.7890081,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
9,89644,41.7457305,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,78302,51.2359011,1,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
10,55463,68.3772406,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
13,98902,32.2127079,0,Computer Science and Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,109291,20.1763116,0,Electrical Engg[Electronics and Power],"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,113118,14.9912318,1,Electrical Engg[Electronics and Power],"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,109577,19.499854,0,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
7,120481,4.0235666,0,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
9,116312,10.5662165,0,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,105329,25.0367211,1,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
3,109974,19.1072714,1,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
9,113164,14.9316558,1,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,106506,23.2238494,0,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,111436,17.4354552,0,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
9,118064,8.0762868,0,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,101265,29.3331437,1,Electronics and Telecommunication Engg,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,114433,12.9353233,0,Mechanical Engineering,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon"
2,122619,0.0194344,0,Civil Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,80762,49.0525702,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
3,99539,31.7734581,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
5,91824,39.4196471,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
6,88285,42.7946749,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
8,89749,41.4815869,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
9,96091,35.3945703,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,83967,46.1727561,1,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
3,93344,38.17388,1,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
9,91812,39.4196471,1,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,101287,29.3331437,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
9,120850,3.3501235,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,50455,71.6451268,1,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
3,101056,29.3528763,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
9,96150,35.3945703,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
3,106618,23.2238494,1,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
9,96716,34.6668564,1,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
11,113033,14.9912318,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
10,57896,66.5894149,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
13,115181,12.219415,0,Computer Science and Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,118709,6.9529361,0,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
9,121225,2.7133624,0,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,116919,9.9445363,1,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,102066,28.6995083,0,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,116597,10.4564832,0,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,117174,"
9.249975",1,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
10,110361,18.840167,0,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
13,95811,35.6598862,0,Artificial Intelligence AI and Data Science,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,122532,0.2270254,0,Electrical Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,113727,14.2356611,1,Electrical Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,103327,26.9007793,0,Electrical Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
13,104187,25.8381109,0,Electrical Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,115062,12.4299468,0,Mechanical Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
13,80669,49.0525702,0,Mechanical Engineering,"Sanmati Engineering College, Sawargaon Barde, Washim"
2,111115,17.5316365,0,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
3,118781,6.9529361,0,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
9,115571,11.4426915,0,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
2,115418,12.099832,1,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
9,119994,4.743083,1,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
2,107591,22.1694264,0,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
9,119085,6.4853556,0,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
2,110974,17.8380677,1,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
9,120041,4.6459757,1,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
10,72215,56.5826603,0,Civil Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
2,67814,59.6829046,0,Computer Science and Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
3,89559,41.9139826,0,Computer Science and Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
4,93814,36.7166438,0,Computer Science and Engineering,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana"
